Gap_ID,Gap_Type,Start,End,Duration_Seconds,Previous_Segment_ID,Next_Segment_ID,Machine_Disposition,Human_Classification,Reviewer_A,Reviewer_B,Adjudication,Review_Status
G-0001,Lead,00:00:00.000,00:00:01.060,1.060,,S-0001,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0920,Internal,00:46:05.140,00:46:06.100,0.960,S-1172,S-1173,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0921,Internal,00:46:06.480,00:46:06.640,0.160,S-1173,S-1174,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0922,Internal,00:46:07.060,00:46:07.420,0.360,S-1174,S-1175,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0923,Internal,00:46:07.820,00:46:07.880,0.060,S-1175,S-1176,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0924,Internal,00:46:08.660,00:46:08.720,0.060,S-1176,S-1177,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0925,Internal,00:46:14.620,00:46:15.690,1.070,S-1181,S-1182,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0926,Internal,00:46:16.050,00:46:16.230,0.180,S-1182,S-1183,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0927,Internal,00:46:16.650,00:46:16.770,0.120,S-1183,S-1184,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0928,Internal,00:46:17.070,00:46:17.730,0.660,S-1184,S-1185,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0929,Internal,00:46:18.230,00:46:19.830,1.600,S-1186,S-1187,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0930,Internal,00:46:20.750,00:46:20.930,0.180,S-1188,S-1189,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0931,Internal,00:46:23.090,00:46:23.250,0.160,S-1190,S-1191,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0932,Internal,00:46:23.550,00:46:23.830,0.280,S-1191,S-1192,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0933,Internal,00:46:24.130,00:46:24.450,0.320,S-1192,S-1193,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0934,Tail,00:46:25.010,00:46:26.283,1.273,S-1195,,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
