Segment_ID,Start,End,Speaker,Speaker_Confidence,Speaker_Basis,Machine_HE,Reviewed_HE,Machine_EN,Reviewed_EN,Content_Class,Preliminary_Disposition,Control_IDs,External_Claim_IDs,Reviewer_A,Reviewer_B,Disagreement,Adjudication,Review_Status,Evidence_Link
S-0288,00:15:22.130,00:15:23.510,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לצורך ההרחבה,",,"for expansion,",,Open question,Control-linked,Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0288
S-0289,00:15:24.050,00:15:27.490,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ולראות את היבטים של הווריוביליטי וכל הדברים האלה.,,and to see the aspects of vorticity and all these things.,,Open question,Control-linked,Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0289
S-0290,00:15:27.850,00:15:31.810,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בינתיים, אני יכולה לתת לך עדכונים של חלק מהדברים.",,"Meanwhile, I can give you updates on some of them.",,Open question,Control-linked,Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0290
S-0291,00:15:32.950,00:15:35.810,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן, יש לנו כמה אפשרויות,",,"Yes, we have several options,",,Open question,Control-linked,Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0291
S-0292,00:15:36.790,00:15:38.990,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אף אחת מהן לא ודאית,",,"none of which are certain,",,Open question,Control-linked,Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0292
S-0293,00:15:39.450,00:15:40.530,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ב-100 אחוז.,,at 100 percent.,,Open question,Control-linked,Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0293
S-0294,00:15:40.530,00:15:43.210,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז יש לנו,",,"So we have,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0294
S-0295,00:15:44.130,00:15:45.910,Unresolved,Unknown,No automatic diarization; human audiovisual review required,בעצם עד עכשיו,,actually so far,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0295
S-0296,00:15:45.910,00:15:47.410,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מצינו ארבע אפשרויות,",,"we found four possibilities,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0296
S-0297,00:15:47.570,00:15:48.490,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אחת היא קצת,",,"one is a bit,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0297
S-0298,00:15:50.100,00:15:52.400,Unresolved,Unknown,No automatic diarization; human audiovisual review required,בוא נאמר שהספק,,let's say that the supply,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0298
S-0299,00:15:52.400,00:15:54.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לגביה הוא יותר גבוה,",,"to the patient is higher,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0299
S-0300,00:15:54.800,00:15:56.180,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז הראשונה,,so the first,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0300
S-0301,00:15:56.180,00:15:58.180,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה אולי נדבר על,",,"this might be discussed about,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0301
S-0302,00:15:58.920,00:16:00.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"או נזכיר את סורוקה,",,"or mention Sorka,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0302
S-0303,00:16:00.880,00:16:01.900,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מחלקת עיניים,",,"ophthalmology department,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0303
S-0304,00:16:01.940,00:16:03.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ארנון נמצא בקשר איתם,",,"Arnon is in contact with them,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0304
S-0305,00:16:06.260,00:16:07.380,Unresolved,Unknown,No automatic diarization; human audiovisual review required,נראה שיש,,It seems there are,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0305
S-0306,00:16:07.380,00:16:08.360,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שיתופי פעולה,",,"cooperation initiatives,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0306
S-0307,00:16:08.760,00:16:10.220,Unresolved,Unknown,No automatic diarization; human audiovisual review required,יש נכונות,,There is willingness,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0307
S-0308,00:16:10.220,00:16:11.080,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לתת דאטה,",,"to provide data,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0308
S-0309,00:16:11.160,00:16:13.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש נכונות לדבר כבר על גיידליינס,",,"There is willingness to start discussing guidelines,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0309
S-0310,00:16:13.760,00:16:14.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"וכל הדברים האלה,",,"and all of these things,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0310
S-0311,00:16:15.220,00:16:18.100,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה דבר אחד.,,this is one thing.,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0311
S-0312,00:16:18.100,00:16:21.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,הכיוון השני זה,,The second direction is,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0312
S-0313,00:16:21.700,00:16:24.340,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"פסיכיאטריה,",,"Psychiatry,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0313
S-0314,00:16:24.840,00:16:27.920,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"במעייני הישועה,",,"at the Salvation Institutes,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0314
S-0315,00:16:28.340,00:16:29.820,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש לנו פגישה,",,"We have a meeting,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0315
S-0316,00:16:29.940,00:16:31.640,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לדעתי בתחילת אוגוסט,",,"In my opinion in early August,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0316
S-0317,00:16:32.040,00:16:33.560,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל כן יש נכונות,",,"But there is still willingness,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0317
S-0318,00:16:34.120,00:16:35.760,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לא ברור לי עוד למה,",,"I am not clear yet why,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0318
S-0319,00:16:35.860,00:16:37.440,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"נפגשתי עם האנשים שם,",,"I met with the people there,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0319
S-0320,00:16:37.940,00:16:41.340,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן הייתה נכונות לתת,",,"There was indeed willingness to give,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0320
S-0321,00:16:41.340,00:16:42.440,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה עדיין לא,",,"This is not yet,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0321
S-0322,00:16:42.660,00:16:43.080,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זאת אומרת,",,"That means,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0322
S-0323,00:16:43.120,00:16:44.360,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אם מנהלי המחלקה,",,"If the department managers,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0323
S-0324,00:16:44.420,00:16:45.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה לא עם הרופאים עצמם,",,"It is not with the doctors themselves,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0324
S-0325,00:16:48.040,00:16:48.460,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זאת אומרת,",,"That means,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0325
S-0326,00:16:48.500,00:16:49.840,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה מנהלת המחלקה,",,"It is the department manager,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0326
S-0327,00:16:49.920,00:16:50.220,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה פחות,",,"It is less,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0327
S-0328,00:16:50.580,00:16:51.300,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הרופאים,",,"The doctors,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0328
S-0329,00:16:51.380,00:16:52.200,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הפגישה עכשיו,",,"The meeting now,",,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0329
S-0330,00:16:52.280,00:16:54.940,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אמורה להיות גם עם רופאים.,,There should also be with doctors.,,Action,Control-linked,A-09; Q-02,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0330
